1.0952 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice'] (in that order).
12.1409 	DATA 	Keypress: lshift
12.1459 	EXP 	exp1_trial_image_l: autoDraw = False
12.1459 	EXP 	exp1_trial_image_r: autoDraw = False
12.1459 	EXP 	exp1_trial_image_l: image = '../image/bag.png'
12.1459 	EXP 	exp1_trial_image_r: image = '../image/car.png'
12.1459 	EXP 	exp1_trial_image_l: autoDraw = True
12.1459 	EXP 	exp1_trial_image_r: autoDraw = True
12.4443 	EXP 	New trial (rep=0, index=2): {'num': 'tr3', 'list': 'lt', 'cond': 'tr', 'lang': 'sp', 'type': 'na', 'sound_dir': '../practice_trial/audio/tr3.wav', 'phr': '¿Dónde está mi perro?', 'sent_code': 'lt_tr_sp_na_tr3', 'mat': '-', 'mat_num': '-', 'emb_num': '-', 'emb': '-', 'cut': '-', 'mat_f0_c': '-', 'left': '../image/dog.png', 'right': '../image/grandma.png', 'correct_img': 'dog', 'correct_key': 'lshift'}
12.4807 	DATA 	Keypress: lshift
12.4848 	EXP 	exp1_trial_image_l: autoDraw = False
12.4848 	EXP 	exp1_trial_image_r: autoDraw = False
12.4848 	EXP 	exp1_trial_image_l: image = '../image/dog.png'
12.4848 	EXP 	exp1_trial_image_r: image = '../image/grandma.png'
12.4848 	EXP 	exp1_trial_image_l: autoDraw = True
12.4848 	EXP 	exp1_trial_image_r: autoDraw = True
12.8444 	EXP 	New trial (rep=0, index=3): {'num': 'tr4', 'list': 'lt', 'cond': 'tr', 'lang': 'sp', 'type': 'na', 'sound_dir': '../practice_trial/audio/tr4.wav', 'phr': '¿De quién es la bolsa?', 'sent_code': 'lt_tr_sp_na_tr4', 'mat': '-', 'mat_num': '-', 'emb_num': '-', 'emb': '-', 'cut': '-', 'mat_f0_c': '-', 'left': '../image/shirt.png', 'right': '../image/bag.png', 'correct_img': 'bag', 'correct_key': 'rshift'}
12.8761 	DATA 	Keypress: lshift
12.8808 	EXP 	exp1_trial_image_l: autoDraw = False
12.8808 	EXP 	exp1_trial_image_r: autoDraw = False
12.8808 	EXP 	exp1_trial_image_l: image = '../image/shirt.png'
12.8808 	EXP 	exp1_trial_image_r: image = '../image/bag.png'
12.8808 	EXP 	exp1_trial_image_l: autoDraw = True
12.8808 	EXP 	exp1_trial_image_r: autoDraw = True
13.2111 	EXP 	New trial (rep=0, index=4): {'num': 'tr5', 'list': 'lt', 'cond': 'tr', 'lang': 'se', 'type': 'na', 'sound_dir': '../practice_trial/audio/tr5.wav', 'phr': '¿Dónde encontraste sus donuts?', 'sent_code': 'lt_tr_se_na_tr5', 'mat': '-', 'mat_num': '-', 'emb_num': '-', 'emb': '-', 'cut': '-', 'mat_f0_c': '-', 'left': '../image/donut.png', 'right': '../image/cups.png', 'correct_img': 'donut', 'correct_key': 'lshift'}
13.2493 	DATA 	Keypress: lshift
13.2537 	EXP 	exp1_trial_image_l: autoDraw = False
13.2537 	EXP 	exp1_trial_image_r: autoDraw = False
13.2537 	EXP 	exp1_trial_image_l: image = '../image/donut.png'
13.2537 	EXP 	exp1_trial_image_r: image = '../image/cups.png'
13.2537 	EXP 	exp1_trial_image_l: autoDraw = True
13.2537 	EXP 	exp1_trial_image_r: autoDraw = True
13.5779 	EXP 	New trial (rep=0, index=5): {'num': 'tr6', 'list': 'lt', 'cond': 'tr', 'lang': 'se', 'type': 'na', 'sound_dir': '../practice_trial/audio/tr6.wav', 'phr': '¿Cuándo compraste tu sweater?', 'sent_code': 'lt_tr_se_na_tr6', 'mat': '-', 'mat_num': '-', 'emb_num': '-', 'emb': '-', 'cut': '-', 'mat_f0_c': '-', 'left': '../image/chair.png', 'right': '../image/sweater.png', 'correct_img': 'sweater', 'correct_key': 'rshift'}
13.6113 	DATA 	Keypress: lshift
13.6162 	EXP 	exp1_trial_image_l: autoDraw = False
13.6162 	EXP 	exp1_trial_image_r: autoDraw = False
13.6162 	EXP 	exp1_trial_image_l: image = '../image/chair.png'
13.6162 	EXP 	exp1_trial_image_r: image = '../image/sweater.png'
13.6162 	EXP 	exp1_trial_image_l: autoDraw = True
13.6162 	EXP 	exp1_trial_image_r: autoDraw = True
13.9708 	EXP 	New trial (rep=0, index=6): {'num': 'tr7', 'list': 'lt', 'cond': 'tr', 'lang': 'es', 'type': 'na', 'sound_dir': '../practice_trial/audio/tr7.wav', 'phr': 'Why do you have my camisa?', 'sent_code': 'lt_tr_es_na_tr7', 'mat': '-', 'mat_num': '-', 'emb_num': '-', 'emb': '-', 'cut': '-', 'mat_f0_c': '-', 'left': '../image/shirt.png', 'right': '../image/wallet.png', 'correct_img': 'shirt', 'correct_key': 'lshift'}
14.0052 	DATA 	Keypress: lshift
14.0096 	EXP 	exp1_trial_image_l: autoDraw = False
14.0096 	EXP 	exp1_trial_image_r: autoDraw = False
14.0096 	EXP 	exp1_trial_image_l: image = '../image/shirt.png'
14.0096 	EXP 	exp1_trial_image_r: image = '../image/wallet.png'
14.0096 	EXP 	exp1_trial_image_l: autoDraw = True
14.0096 	EXP 	exp1_trial_image_r: autoDraw = True
14.3879 	EXP 	New trial (rep=0, index=7): {'num': 'tr8', 'list': 'lt', 'cond': 'tr', 'lang': 'es', 'type': 'na', 'sound_dir': '../practice_trial/audio/tr8.wav', 'phr': 'Where did you find his chanclas?', 'sent_code': 'lt_tr_es_na_tr8', 'mat': '-', 'mat_num': '-', 'emb_num': '-', 'emb': '-', 'cut': '-', 'mat_f0_c': '-', 'left': '../image/key.png', 'right': '../image/flipflops.png', 'correct_img': 'flipflops', 'correct_key': 'rshift'}
14.4236 	DATA 	Keypress: lshift
14.4281 	EXP 	exp1_trial_image_l: autoDraw = False
14.4281 	EXP 	exp1_trial_image_r: autoDraw = False
14.4281 	EXP 	exp1_trial_image_l: image = '../image/key.png'
14.4281 	EXP 	exp1_trial_image_r: image = '../image/flipflops.png'
14.4281 	EXP 	exp1_trial_image_l: autoDraw = True
14.4281 	EXP 	exp1_trial_image_r: autoDraw = True
14.7620 	DATA 	Keypress: lshift
14.7678 	EXP 	exp1_trial_image_l: autoDraw = False
14.7678 	EXP 	exp1_trial_image_r: autoDraw = False
14.7678 	EXP 	end_exp1_trial_text: autoDraw = True
15.8574 	DATA 	Keypress: rshift
15.8617 	EXP 	end_exp1_trial_text: autoDraw = False
15.8617 	EXP 	exp1_start_text: autoDraw = True
16.4468 	EXP 	Imported /Users/gabmac/Documents/RU/QP/exp/stim/stim_g1_e1.xlsx as conditions, 55 conditions, 17 params
16.4495 	EXP 	Created sequence: random, trialTypes=55, nReps=1, seed=None
16.4499 	EXP 	New trial (rep=0, index=0): {'exp_num': 1, 'sent_code': 'l1_f_se_na_085', 'list': 'l1', 'cond': 'f', 'lang': 'se', 'type': 'na', 'num': 85.0, 'image': 'sneakers', 'image_alt': 'loafers', 'left_img': 'loafers', 'right_img': 'sneakers', 'left': '../image/loafers.png', 'right': '../image/sneakers.png', 'correct_img': 'sneakers', 'correct_key': 'rshift', 'sound_dir': '../audio/085.wav', 'image_dir': None}
16.4766 	DATA 	Keypress: rshift
16.4803 	EXP 	exp1_start_text: autoDraw = False
16.4803 	EXP 	exp1_image_l: image = '../image/loafers.png'
16.4803 	EXP 	exp1_image_r: image = '../image/sneakers.png'
16.4803 	EXP 	exp1_image_l: autoDraw = True
16.4803 	EXP 	exp1_image_r: autoDraw = True
16.8616 	EXP 	New trial (rep=0, index=1): {'exp_num': 1, 'sent_code': 'l1_t_es_na_016', 'list': 'l1', 'cond': 't', 'lang': 'es', 'type': 'na', 'num': 16.0, 'image': 'bag', 'image_alt': 'flipflops', 'left_img': 'flipflops', 'right_img': 'bag', 'left': '../image/flipflops.png', 'right': '../image/bag.png', 'correct_img': 'bag', 'correct_key': 'lshift', 'sound_dir': '../audio/016.wav', 'image_dir': None}
16.8969 	DATA 	Keypress: lshift
16.9017 	EXP 	exp1_image_l: autoDraw = False
16.9017 	EXP 	exp1_image_r: autoDraw = False
16.9017 	EXP 	exp1_image_l: image = '../image/flipflops.png'
16.9017 	EXP 	exp1_image_r: image = '../image/bag.png'
16.9017 	EXP 	exp1_image_l: autoDraw = True
16.9017 	EXP 	exp1_image_r: autoDraw = True
17.2047 	EXP 	New trial (rep=0, index=2): {'exp_num': 1, 'sent_code': 'l1_t_es_f0u_137', 'list': 'l1', 'cond': 't', 'lang': 'es', 'type': 'f0u', 'num': 137.0, 'image': 'jacket', 'image_alt': 'shirt', 'left_img': 'jacket', 'right_img': 'shirt', 'left': '../image/jacket.png', 'right': '../image/shirt.png', 'correct_img': 'jacket', 'correct_key': 'rshift', 'sound_dir': '../audio/137.wav', 'image_dir': None}
17.2396 	DATA 	Keypress: lshift
17.2443 	EXP 	exp1_image_l: autoDraw = False
17.2443 	EXP 	exp1_image_r: autoDraw = False
17.2443 	EXP 	exp1_image_l: image = '../image/jacket.png'
17.2443 	EXP 	exp1_image_r: image = '../image/shirt.png'
17.2443 	EXP 	exp1_image_l: autoDraw = True
17.2443 	EXP 	exp1_image_r: autoDraw = True
17.5110 	EXP 	New trial (rep=0, index=3): {'exp_num': 1, 'sent_code': 'l1_f_en_na_064', 'list': 'l1', 'cond': 'f', 'lang': 'en', 'type': 'na', 'num': 64.0, 'image': 'wallet', 'image_alt': 'key', 'left_img': 'wallet', 'right_img': 'key', 'left': '../image/wallet.png', 'right': '../image/key.png', 'correct_img': 'wallet', 'correct_key': 'lshift', 'sound_dir': '../audio/064.wav', 'image_dir': None}
17.5461 	DATA 	Keypress: lshift
17.5509 	EXP 	exp1_image_l: autoDraw = False
17.5509 	EXP 	exp1_image_r: autoDraw = False
17.5509 	EXP 	exp1_image_l: image = '../image/wallet.png'
17.5509 	EXP 	exp1_image_r: image = '../image/key.png'
17.5509 	EXP 	exp1_image_l: autoDraw = True
17.5509 	EXP 	exp1_image_r: autoDraw = True
17.8876 	EXP 	New trial (rep=0, index=4): {'exp_num': 1, 'sent_code': 'l1_f_en_na_070', 'list': 'l1', 'cond': 'f', 'lang': 'en', 'type': 'na', 'num': 70.0, 'image': 'computer', 'image_alt': 'bed', 'left_img': 'computer', 'right_img': 'bed', 'left': '../image/computer.png', 'right': '../image/bed.png', 'correct_img': 'computer', 'correct_key': 'lshift', 'sound_dir': '../audio/070.wav', 'image_dir': None}
17.9252 	DATA 	Keypress: lshift
17.9300 	EXP 	exp1_image_l: autoDraw = False
17.9300 	EXP 	exp1_image_r: autoDraw = False
17.9300 	EXP 	exp1_image_l: image = '../image/computer.png'
17.9300 	EXP 	exp1_image_r: image = '../image/bed.png'
17.9300 	EXP 	exp1_image_l: autoDraw = True
17.9300 	EXP 	exp1_image_r: autoDraw = True
18.2713 	EXP 	New trial (rep=0, index=5): {'exp_num': 1, 'sent_code': 'l1_f_sp_na_086', 'list': 'l1', 'cond': 'f', 'lang': 'sp', 'type': 'na', 'num': 86.0, 'image': 'plates', 'image_alt': 'glasses', 'left_img': 'plates', 'right_img': 'glasses', 'left': '../image/plates.png', 'right': '../image/glasses.png', 'correct_img': 'plates', 'correct_key': 'lshift', 'sound_dir': '../audio/086.wav', 'image_dir': None}
18.3023 	DATA 	Keypress: lshift
18.3069 	EXP 	exp1_image_l: autoDraw = False
18.3069 	EXP 	exp1_image_r: autoDraw = False
18.3069 	EXP 	exp1_image_l: image = '../image/plates.png'
18.3069 	EXP 	exp1_image_r: image = '../image/glasses.png'
18.3069 	EXP 	exp1_image_l: autoDraw = True
18.3069 	EXP 	exp1_image_r: autoDraw = True
18.6230 	DATA 	Keypress: lshift
18.6294 	EXP 	New trial (rep=0, index=6): {'exp_num': 1, 'sent_code': 'l1_t_es_f0u_136', 'list': 'l1', 'cond': 't', 'lang': 'es', 'type': 'f0u', 'num': 136.0, 'image': 'village', 'image_alt': 'city', 'left_img': 'city', 'right_img': 'village', 'left': '../image/city.png', 'right': '../image/village.png', 'correct_img': 'village', 'correct_key': 'lshift', 'sound_dir': '../audio/136.wav', 'image_dir': None}
18.6688 	EXP 	exp1_image_l: autoDraw = False
18.6688 	EXP 	exp1_image_r: autoDraw = False
18.6688 	EXP 	exp1_image_l: image = '../image/city.png'
18.6688 	EXP 	exp1_image_r: image = '../image/village.png'
18.6688 	EXP 	exp1_image_l: autoDraw = True
18.6688 	EXP 	exp1_image_r: autoDraw = True
18.9777 	EXP 	New trial (rep=0, index=7): {'exp_num': 1, 'sent_code': 'l1_f_sp_na_094', 'list': 'l1', 'cond': 'f', 'lang': 'sp', 'type': 'na', 'num': 94.0, 'image': 'beer', 'image_alt': 'horchata', 'left_img': 'beer', 'right_img': 'horchata', 'left': '../image/beer.png', 'right': '../image/horchata.png', 'correct_img': 'beer', 'correct_key': 'rshift', 'sound_dir': '../audio/094.wav', 'image_dir': None}
19.0119 	DATA 	Keypress: lshift
19.0167 	EXP 	exp1_image_l: autoDraw = False
19.0167 	EXP 	exp1_image_r: autoDraw = False
19.0167 	EXP 	exp1_image_l: image = '../image/beer.png'
19.0167 	EXP 	exp1_image_r: image = '../image/horchata.png'
19.0167 	EXP 	exp1_image_l: autoDraw = True
19.0167 	EXP 	exp1_image_r: autoDraw = True
19.3274 	EXP 	New trial (rep=0, index=8): {'exp_num': 1, 'sent_code': 'l1_t_es_na_012', 'list': 'l1', 'cond': 't', 'lang': 'es', 'type': 'na', 'num': 12.0, 'image': 'book', 'image_alt': 'newspaper', 'left_img': 'newspaper', 'right_img': 'book', 'left': '../image/newspaper.png', 'right': '../image/book.png', 'correct_img': 'book', 'correct_key': 'lshift', 'sound_dir': '../audio/012.wav', 'image_dir': None}
19.3635 	DATA 	Keypress: lshift
19.3685 	EXP 	exp1_image_l: autoDraw = False
19.3685 	EXP 	exp1_image_r: autoDraw = False
19.3685 	EXP 	exp1_image_l: image = '../image/newspaper.png'
19.3685 	EXP 	exp1_image_r: image = '../image/book.png'
19.3685 	EXP 	exp1_image_l: autoDraw = True
19.3685 	EXP 	exp1_image_r: autoDraw = True
