1.0624 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice'] (in that order).
11.2294 	EXP 	Created exp2_image_l = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='exp2_image_l', opacity=1.0, ori=0.0, pos=array([-0.5,  0. ]), size=array([0.5, 0.5]), texRes=128.0, units='height', win=Window(...))
11.2323 	EXP 	Created exp2_image_r = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='exp2_image_r', opacity=1.0, ori=0.0, pos=array([0.5, 0. ]), size=array([0.5, 0.5]), texRes=128.0, units='height', win=Window(...))
11.2324 	EXP 	Sound exp2_sound set volume 1.000
11.2370 	EXP 	Created full_end_text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='full_end_text', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
11.2492 	WARNING 	t of last frame was 2218.43ms (=1/0)
11.2492 	EXP 	welcome_text: autoDraw = True
12.1564 	EXP 	Created sequence: sequential, trialTypes=1, nReps=1000, seed=None
12.1594 	EXP 	New trial (rep=0, index=0): None
12.1691 	DATA 	Keypress: space
12.1735 	WARNING 	t of last frame was 36.30ms (=1/27)
12.1735 	EXP 	welcome_text: autoDraw = False
12.1735 	EXP 	exp1_instr_text: autoDraw = True
12.4888 	EXP 	Imported /Users/gabmac/Documents/RU/QP/exp/practice_trial/trial_exp_1/trial1.xlsx as conditions, 8 conditions, 18 params
12.4892 	EXP 	Created sequence: sequential, trialTypes=8, nReps=1, seed=None
12.4897 	EXP 	New trial (rep=0, index=0): {'num': 'tr1', 'list': 'lt', 'cond': 'tr', 'lang': 'en', 'type': 'na', 'sound_dir': '../practice_trial/audio/tr1.wav', 'phr': 'Where are your kids?', 'sent_code': 'lt_tr_en_na_tr1', 'mat': '-', 'mat_num': '-', 'emb_num': '-', 'emb': '-', 'cut': '-', 'mat_f0_c': '-', 'left': '../image/kids.png', 'right': '../image/plates.png', 'correct_img': 'kids', 'correct_key': 'lshift'}
12.5302 	DATA 	Keypress: space
12.5343 	WARNING 	t of last frame was 70.93ms (=1/14)
12.5343 	EXP 	exp1_instr_text: autoDraw = False
12.5343 	EXP 	exp1_trial_image_l: image = '../image/kids.png'
12.5343 	EXP 	exp1_trial_image_r: image = '../image/plates.png'
12.5343 	EXP 	exp1_trial_image_l: autoDraw = True
12.5343 	EXP 	exp1_trial_image_r: autoDraw = True
13.8955 	WARNING 	t of last frame was 25.24ms (=1/39)
14.1660 	EXP 	New trial (rep=0, index=1): {'num': 'tr2', 'list': 'lt', 'cond': 'tr', 'lang': 'en', 'type': 'na', 'sound_dir': '../practice_trial/audio/tr2.wav', 'phr': 'Who is buying my car?', 'sent_code': 'lt_tr_en_na_tr2', 'mat': '-', 'mat_num': '-', 'emb_num': '-', 'emb': '-', 'cut': '-', 'mat_f0_c': '-', 'left': '../image/bag.png', 'right': '../image/car.png', 'correct_img': 'car', 'correct_key': 'rshift'}
14.2011 	DATA 	Keypress: lshift
14.2058 	WARNING 	Multiple dropped frames have occurred - I'll stop bothering you about them!
14.2057 	EXP 	exp1_trial_image_l: autoDraw = False
14.2057 	EXP 	exp1_trial_image_r: autoDraw = False
14.2057 	EXP 	exp1_trial_image_l: image = '../image/bag.png'
14.2057 	EXP 	exp1_trial_image_r: image = '../image/car.png'
14.2057 	EXP 	exp1_trial_image_l: autoDraw = True
14.2057 	EXP 	exp1_trial_image_r: autoDraw = True
14.4383 	EXP 	New trial (rep=0, index=2): {'num': 'tr3', 'list': 'lt', 'cond': 'tr', 'lang': 'sp', 'type': 'na', 'sound_dir': '../practice_trial/audio/tr3.wav', 'phr': '¿Dónde está mi perro?', 'sent_code': 'lt_tr_sp_na_tr3', 'mat': '-', 'mat_num': '-', 'emb_num': '-', 'emb': '-', 'cut': '-', 'mat_f0_c': '-', 'left': '../image/dog.png', 'right': '../image/grandma.png', 'correct_img': 'dog', 'correct_key': 'lshift'}
14.4732 	DATA 	Keypress: lshift
14.4774 	EXP 	exp1_trial_image_l: autoDraw = False
14.4774 	EXP 	exp1_trial_image_r: autoDraw = False
14.4774 	EXP 	exp1_trial_image_l: image = '../image/dog.png'
14.4774 	EXP 	exp1_trial_image_r: image = '../image/grandma.png'
14.4774 	EXP 	exp1_trial_image_l: autoDraw = True
14.4774 	EXP 	exp1_trial_image_r: autoDraw = True
14.7219 	EXP 	New trial (rep=0, index=3): {'num': 'tr4', 'list': 'lt', 'cond': 'tr', 'lang': 'sp', 'type': 'na', 'sound_dir': '../practice_trial/audio/tr4.wav', 'phr': '¿De quién es la bolsa?', 'sent_code': 'lt_tr_sp_na_tr4', 'mat': '-', 'mat_num': '-', 'emb_num': '-', 'emb': '-', 'cut': '-', 'mat_f0_c': '-', 'left': '../image/shirt.png', 'right': '../image/bag.png', 'correct_img': 'bag', 'correct_key': 'rshift'}
14.7523 	DATA 	Keypress: lshift
14.7567 	EXP 	exp1_trial_image_l: autoDraw = False
14.7567 	EXP 	exp1_trial_image_r: autoDraw = False
14.7567 	EXP 	exp1_trial_image_l: image = '../image/shirt.png'
14.7567 	EXP 	exp1_trial_image_r: image = '../image/bag.png'
14.7567 	EXP 	exp1_trial_image_l: autoDraw = True
14.7567 	EXP 	exp1_trial_image_r: autoDraw = True
14.9647 	EXP 	New trial (rep=0, index=4): {'num': 'tr5', 'list': 'lt', 'cond': 'tr', 'lang': 'se', 'type': 'na', 'sound_dir': '../practice_trial/audio/tr5.wav', 'phr': '¿Dónde encontraste sus donuts?', 'sent_code': 'lt_tr_se_na_tr5', 'mat': '-', 'mat_num': '-', 'emb_num': '-', 'emb': '-', 'cut': '-', 'mat_f0_c': '-', 'left': '../image/donut.png', 'right': '../image/cups.png', 'correct_img': 'donut', 'correct_key': 'lshift'}
14.9999 	DATA 	Keypress: lshift
15.0038 	EXP 	exp1_trial_image_l: autoDraw = False
15.0038 	EXP 	exp1_trial_image_r: autoDraw = False
15.0038 	EXP 	exp1_trial_image_l: image = '../image/donut.png'
15.0038 	EXP 	exp1_trial_image_r: image = '../image/cups.png'
15.0038 	EXP 	exp1_trial_image_l: autoDraw = True
15.0038 	EXP 	exp1_trial_image_r: autoDraw = True
15.1525 	EXP 	New trial (rep=0, index=5): {'num': 'tr6', 'list': 'lt', 'cond': 'tr', 'lang': 'se', 'type': 'na', 'sound_dir': '../practice_trial/audio/tr6.wav', 'phr': '¿Cuándo compraste tu sweater?', 'sent_code': 'lt_tr_se_na_tr6', 'mat': '-', 'mat_num': '-', 'emb_num': '-', 'emb': '-', 'cut': '-', 'mat_f0_c': '-', 'left': '../image/chair.png', 'right': '../image/sweater.png', 'correct_img': 'sweater', 'correct_key': 'rshift'}
15.1845 	DATA 	Keypress: lshift
15.1891 	EXP 	exp1_trial_image_l: autoDraw = False
15.1891 	EXP 	exp1_trial_image_r: autoDraw = False
15.1891 	EXP 	exp1_trial_image_l: image = '../image/chair.png'
15.1891 	EXP 	exp1_trial_image_r: image = '../image/sweater.png'
15.1891 	EXP 	exp1_trial_image_l: autoDraw = True
15.1891 	EXP 	exp1_trial_image_r: autoDraw = True
15.5820 	EXP 	New trial (rep=0, index=6): {'num': 'tr7', 'list': 'lt', 'cond': 'tr', 'lang': 'es', 'type': 'na', 'sound_dir': '../practice_trial/audio/tr7.wav', 'phr': 'Why do you have my camisa?', 'sent_code': 'lt_tr_es_na_tr7', 'mat': '-', 'mat_num': '-', 'emb_num': '-', 'emb': '-', 'cut': '-', 'mat_f0_c': '-', 'left': '../image/shirt.png', 'right': '../image/wallet.png', 'correct_img': 'shirt', 'correct_key': 'lshift'}
15.6172 	DATA 	Keypress: lshift
15.6221 	EXP 	exp1_trial_image_l: autoDraw = False
15.6221 	EXP 	exp1_trial_image_r: autoDraw = False
15.6221 	EXP 	exp1_trial_image_l: image = '../image/shirt.png'
15.6221 	EXP 	exp1_trial_image_r: image = '../image/wallet.png'
15.6221 	EXP 	exp1_trial_image_l: autoDraw = True
15.6221 	EXP 	exp1_trial_image_r: autoDraw = True
15.8522 	EXP 	New trial (rep=0, index=7): {'num': 'tr8', 'list': 'lt', 'cond': 'tr', 'lang': 'es', 'type': 'na', 'sound_dir': '../practice_trial/audio/tr8.wav', 'phr': 'Where did you find his chanclas?', 'sent_code': 'lt_tr_es_na_tr8', 'mat': '-', 'mat_num': '-', 'emb_num': '-', 'emb': '-', 'cut': '-', 'mat_f0_c': '-', 'left': '../image/key.png', 'right': '../image/flipflops.png', 'correct_img': 'flipflops', 'correct_key': 'rshift'}
15.8863 	DATA 	Keypress: lshift
15.8913 	EXP 	exp1_trial_image_l: autoDraw = False
15.8913 	EXP 	exp1_trial_image_r: autoDraw = False
15.8913 	EXP 	exp1_trial_image_l: image = '../image/key.png'
15.8913 	EXP 	exp1_trial_image_r: image = '../image/flipflops.png'
15.8913 	EXP 	exp1_trial_image_l: autoDraw = True
15.8913 	EXP 	exp1_trial_image_r: autoDraw = True
16.0497 	DATA 	Keypress: lshift
16.0539 	EXP 	exp1_trial_image_l: autoDraw = False
16.0539 	EXP 	exp1_trial_image_r: autoDraw = False
16.0539 	EXP 	end_exp1_trial_text: autoDraw = True
16.1886 	DATA 	Keypress: lshift
16.8839 	DATA 	Keypress: rshift
16.8884 	EXP 	end_exp1_trial_text: autoDraw = False
16.8884 	EXP 	exp1_start_text: autoDraw = True
17.3040 	EXP 	Imported /Users/gabmac/Documents/RU/QP/exp/stim/stim_g1_e1.xlsx as conditions, 55 conditions, 17 params
17.3050 	EXP 	Created sequence: random, trialTypes=55, nReps=1, seed=None
17.3054 	EXP 	New trial (rep=0, index=0): {'exp_num': 1, 'sent_code': 'l1_t_es_na_012', 'list': 'l1', 'cond': 't', 'lang': 'es', 'type': 'na', 'num': 12.0, 'image': 'book', 'image_alt': 'newspaper', 'left_img': 'newspaper', 'right_img': 'book', 'left': '../image/newspaper.png', 'right': '../image/book.png', 'correct_img': 'book', 'correct_key': 'lshift', 'sound_dir': '../audio/012.wav', 'image_dir': None}
17.3322 	DATA 	Keypress: rshift
17.3359 	EXP 	exp1_start_text: autoDraw = False
17.3359 	EXP 	exp1_image_l: image = '../image/newspaper.png'
17.3359 	EXP 	exp1_image_r: image = '../image/book.png'
17.3359 	EXP 	exp1_image_l: autoDraw = True
17.3359 	EXP 	exp1_image_r: autoDraw = True
17.3368 	EXP 	New trial (rep=0, index=1): {'exp_num': 1, 'sent_code': 'l1_f_en_na_068', 'list': 'l1', 'cond': 'f', 'lang': 'en', 'type': 'na', 'num': 68.0, 'image': 'socks', 'image_alt': 'book', 'left_img': 'socks', 'right_img': 'book', 'left': '../image/socks.png', 'right': '../image/book.png', 'correct_img': 'socks', 'correct_key': 'lshift', 'sound_dir': '../audio/068.wav', 'image_dir': None}
17.3592 	EXP 	exp1_image_l: autoDraw = False
17.3592 	EXP 	exp1_image_r: autoDraw = False
17.3592 	EXP 	exp1_image_l: image = '../image/socks.png'
17.3592 	EXP 	exp1_image_r: image = '../image/book.png'
17.3592 	EXP 	exp1_image_l: autoDraw = True
17.3592 	EXP 	exp1_image_r: autoDraw = True
17.8890 	EXP 	New trial (rep=0, index=2): {'exp_num': 1, 'sent_code': 'l1_t_es_na_011', 'list': 'l1', 'cond': 't', 'lang': 'es', 'type': 'na', 'num': 11.0, 'image': 'armchair', 'image_alt': 'bed', 'left_img': 'armchair', 'right_img': 'bed', 'left': '../image/armchair.png', 'right': '../image/bed.png', 'correct_img': 'armchair', 'correct_key': 'rshift', 'sound_dir': '../audio/011.wav', 'image_dir': None}
17.9306 	DATA 	Keypress: lshift
17.9353 	EXP 	exp1_image_l: autoDraw = False
17.9353 	EXP 	exp1_image_r: autoDraw = False
17.9353 	EXP 	exp1_image_l: image = '../image/armchair.png'
17.9353 	EXP 	exp1_image_r: image = '../image/bed.png'
17.9353 	EXP 	exp1_image_l: autoDraw = True
17.9353 	EXP 	exp1_image_r: autoDraw = True
18.1986 	EXP 	New trial (rep=0, index=3): {'exp_num': 1, 'sent_code': 'l1_t_es_f0u_131', 'list': 'l1', 'cond': 't', 'lang': 'es', 'type': 'f0u', 'num': 131.0, 'image': 'cat', 'image_alt': 'flower', 'left_img': 'cat', 'right_img': 'flower', 'left': '../image/cat.png', 'right': '../image/flower.png', 'correct_img': 'cat', 'correct_key': 'rshift', 'sound_dir': '../audio/131.wav', 'image_dir': None}
18.2342 	DATA 	Keypress: lshift
18.2390 	EXP 	exp1_image_l: autoDraw = False
18.2390 	EXP 	exp1_image_r: autoDraw = False
18.2390 	EXP 	exp1_image_l: image = '../image/cat.png'
18.2390 	EXP 	exp1_image_r: image = '../image/flower.png'
18.2390 	EXP 	exp1_image_l: autoDraw = True
18.2390 	EXP 	exp1_image_r: autoDraw = True
18.4215 	EXP 	New trial (rep=0, index=4): {'exp_num': 1, 'sent_code': 'l1_f_se_na_080', 'list': 'l1', 'cond': 'f', 'lang': 'se', 'type': 'na', 'num': 80.0, 'image': 'mouse', 'image_alt': 'rat', 'left_img': 'mouse', 'right_img': 'rat', 'left': '../image/mouse.png', 'right': '../image/rat.png', 'correct_img': 'mouse', 'correct_key': 'lshift', 'sound_dir': '../audio/080.wav', 'image_dir': None}
18.4563 	DATA 	Keypress: lshift
18.4612 	EXP 	exp1_image_l: autoDraw = False
18.4612 	EXP 	exp1_image_r: autoDraw = False
18.4612 	EXP 	exp1_image_l: image = '../image/mouse.png'
18.4612 	EXP 	exp1_image_r: image = '../image/rat.png'
18.4612 	EXP 	exp1_image_l: autoDraw = True
18.4612 	EXP 	exp1_image_r: autoDraw = True
18.6322 	EXP 	New trial (rep=0, index=5): {'exp_num': 1, 'sent_code': 'l1_f_en_na_067', 'list': 'l1', 'cond': 'f', 'lang': 'en', 'type': 'na', 'num': 67.0, 'image': 'glasses', 'image_alt': 'beer', 'left_img': 'beer', 'right_img': 'glasses', 'left': '../image/beer.png', 'right': '../image/glasses.png', 'correct_img': 'glasses', 'correct_key': 'rshift', 'sound_dir': '../audio/067.wav', 'image_dir': None}
18.6634 	DATA 	Keypress: lshift
18.6679 	EXP 	exp1_image_l: autoDraw = False
18.6679 	EXP 	exp1_image_r: autoDraw = False
18.6679 	EXP 	exp1_image_l: image = '../image/beer.png'
18.6679 	EXP 	exp1_image_r: image = '../image/glasses.png'
18.6679 	EXP 	exp1_image_l: autoDraw = True
18.6679 	EXP 	exp1_image_r: autoDraw = True
18.8215 	EXP 	New trial (rep=0, index=6): {'exp_num': 1, 'sent_code': 'l1_f_sp_na_089', 'list': 'l1', 'cond': 'f', 'lang': 'sp', 'type': 'na', 'num': 89.0, 'image': 'wallet', 'image_alt': 'bed', 'left_img': 'bed', 'right_img': 'wallet', 'left': '../image/bed.png', 'right': '../image/wallet.png', 'correct_img': 'wallet', 'correct_key': 'lshift', 'sound_dir': '../audio/089.wav', 'image_dir': None}
18.8586 	DATA 	Keypress: lshift
18.8643 	EXP 	exp1_image_l: autoDraw = False
18.8643 	EXP 	exp1_image_r: autoDraw = False
18.8643 	EXP 	exp1_image_l: image = '../image/bed.png'
18.8643 	EXP 	exp1_image_r: image = '../image/wallet.png'
18.8643 	EXP 	exp1_image_l: autoDraw = True
18.8643 	EXP 	exp1_image_r: autoDraw = True
19.0818 	EXP 	New trial (rep=0, index=7): {'exp_num': 1, 'sent_code': 'l1_f_en_na_064', 'list': 'l1', 'cond': 'f', 'lang': 'en', 'type': 'na', 'num': 64.0, 'image': 'wallet', 'image_alt': 'key', 'left_img': 'wallet', 'right_img': 'key', 'left': '../image/wallet.png', 'right': '../image/key.png', 'correct_img': 'wallet', 'correct_key': 'lshift', 'sound_dir': '../audio/064.wav', 'image_dir': None}
19.1172 	DATA 	Keypress: lshift
19.1225 	EXP 	exp1_image_l: autoDraw = False
19.1225 	EXP 	exp1_image_r: autoDraw = False
19.1225 	EXP 	exp1_image_l: image = '../image/wallet.png'
19.1225 	EXP 	exp1_image_r: image = '../image/key.png'
19.1225 	EXP 	exp1_image_l: autoDraw = True
19.1225 	EXP 	exp1_image_r: autoDraw = True
19.2866 	EXP 	New trial (rep=0, index=8): {'exp_num': 1, 'sent_code': 'l1_f_en_na_063', 'list': 'l1', 'cond': 'f', 'lang': 'en', 'type': 'na', 'num': 63.0, 'image': 'man', 'image_alt': 'woman', 'left_img': 'woman', 'right_img': 'man', 'left': '../image/woman.png', 'right': '../image/man.png', 'correct_img': 'man', 'correct_key': 'rshift', 'sound_dir': '../audio/063.wav', 'image_dir': None}
19.3200 	DATA 	Keypress: rshift
19.3247 	EXP 	exp1_image_l: autoDraw = False
19.3247 	EXP 	exp1_image_r: autoDraw = False
19.3247 	EXP 	exp1_image_l: image = '../image/woman.png'
19.3247 	EXP 	exp1_image_r: image = '../image/man.png'
19.3247 	EXP 	exp1_image_l: autoDraw = True
19.3247 	EXP 	exp1_image_r: autoDraw = True
19.4808 	EXP 	New trial (rep=0, index=9): {'exp_num': 1, 'sent_code': 'l1_t_es_f0u_132', 'list': 'l1', 'cond': 't', 'lang': 'es', 'type': 'f0u', 'num': 132.0, 'image': 'grandma', 'image_alt': 'car', 'left_img': 'car', 'right_img': 'grandma', 'left': '../image/car.png', 'right': '../image/grandma.png', 'correct_img': 'grandma', 'correct_key': 'lshift', 'sound_dir': '../audio/132.wav', 'image_dir': None}
19.5151 	DATA 	Keypress: lshift
19.5200 	EXP 	exp1_image_l: autoDraw = False
19.5200 	EXP 	exp1_image_r: autoDraw = False
19.5200 	EXP 	exp1_image_l: image = '../image/car.png'
19.5200 	EXP 	exp1_image_r: image = '../image/grandma.png'
19.5200 	EXP 	exp1_image_l: autoDraw = True
19.5200 	EXP 	exp1_image_r: autoDraw = True
19.7167 	DATA 	Keypress: rshift
