num,list,cond,lang,type,sound_dir,phr,sent_code,mat,mat_num,emb_num,emb,cut,mat_f0_c,left,right,correct_img,correct_key,exp_num,image,image_alt,left_img,right_img,image_dir,cs,exp1_retrial.thisRepN,exp1_retrial.thisTrialN,exp1_retrial.thisN,exp1_retrial.thisIndex,exp1_trial_loop.thisRepN,exp1_trial_loop.thisTrialN,exp1_trial_loop.thisN,exp1_trial_loop.thisIndex,exp1_loop.thisRepN,exp1_loop.thisTrialN,exp1_loop.thisN,exp1_loop.thisIndex,exp2_retrial.thisRepN,exp2_retrial.thisTrialN,exp2_retrial.thisN,exp2_retrial.thisIndex,exp2_trial_loop.thisRepN,exp2_trial_loop.thisTrialN,exp2_trial_loop.thisN,exp2_trial_loop.thisIndex,exp2_loop.thisRepN,exp2_loop.thisTrialN,exp2_loop.thisN,exp2_loop.thisIndex,exp1_trial_cross.started,exp1_trial_key.started,exp1_trial_cross.stopped,exp1_trial_sound.started,exp1_trial_key.keys,exp1_trial_key.rt,exp1_cross.started,exp1_key.started,exp1_key.keys,exp1_key.corr,exp1_key.rt,exp1_cross.stopped,exp1_sound.started,exp2_trial_cross.started,exp2_trial_key.started,exp2_trial_cross.stopped,exp2_trial_sound.started,exp2_trial_key.stopped,exp2_trial_key.keys,exp2_trial_key.rt,exp2_cross.started,exp2_key.started,exp2_cross.stopped,exp2_sound.started,exp2_key.stopped,exp2_key.keys,exp2_key.rt,participant,session,date,expName,psychopyVersion,frameRate
100,l2,f,en,na,../audio/100.wav,,l2_f_en_na_100,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,None,,,,,,,,,,,,,,,,,,,,,0,32,32,4,,,,,,,,,,,,,,,,,,,,,418.7127746,418.9447139,418.9617571,419.7005158,423.9644043,['lshift'],[1.5850421669892967],70,1,2023-05-05_16h30.18.907,exp_g1,2022.2.5,None
167,l2,t,es,f0c,../audio/167.wav,,l2_t_es_f0c_167,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,1,,,,,,,,,,,,,,,,,,,,,0,33,33,51,,,,,,,,,,,,,,,,,,,,,423.9644043,424.1945534,424.2116686,424.9516411,429.2111953,"['lshift', 'rshift']","[1.395279417047277, 2.343911667005159]",70,1,2023-05-05_16h30.18.907,exp_g1,2022.2.5,None
125,l2,f,sp,na,../audio/125.wav,,l2_f_sp_na_125,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,None,,,,,,,,,,,,,,,,,,,,,0,34,34,29,,,,,,,,,,,,,,,,,,,,,429.2111953,429.444519,429.4496834,430.2011283,434.4635838,['rshift'],[1.9617620840435848],70,1,2023-05-05_16h30.18.907,exp_g1,2022.2.5,None
162,l2,t,es,f0c,../audio/162.wav,,l2_t_es_f0c_162,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,1,,,,,,,,,,,,,,,,,,,,,0,35,35,46,,,,,,,,,,,,,,,,,,,,,434.4635838,434.6937861,434.7104666,435.4520724,439.7123306,"['rshift', 'lshift', 'lshift', 'rshift']","[1.1798753750044852, 1.779911958030425, 2.9208395830355585, 3.2359629169804975]",70,1,2023-05-05_16h30.18.907,exp_g1,2022.2.5,None
120,l2,f,se,na,../audio/120.wav,,l2_f_se_na_120,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,1,,,,,,,,,,,,,,,,,,,,,0,36,36,24,,,,,,,,,,,,,,,,,,,,,439.7123306,439.9448249,439.9511575,440.700116,444.9624884,"['rshift', 'lshift']","[1.593791167018935, 3.0311864590039477]",70,1,2023-05-05_16h30.18.907,exp_g1,2022.2.5,None
127,l2,f,sp,na,../audio/127.wav,,l2_f_sp_na_127,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,None,,,,,,,,,,,,,,,,,,,,,0,37,37,31,,,,,,,,,,,,,,,,,,,,,444.9624884,445.1947345,445.2113395,445.9509267,450.2115306,['rshift'],[2.2178537090076134],70,1,2023-05-05_16h30.18.907,exp_g1,2022.2.5,None
25,l2,t,es,na,../audio/025.wav,,l2_t_es_na_025,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,1,,,,,,,,,,,,,,,,,,,,,0,38,38,39,,,,,,,,,,,,,,,,,,,,,450.2115306,450.4443261,450.4508185,451.2011657,455.4623809,"['lshift', 'rshift']","[2.5127156260423362, 3.0186666670488194]",70,1,2023-05-05_16h30.18.907,exp_g1,2022.2.5,None
23,l2,t,es,na,../audio/023.wav,,l2_t_es_na_023,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,1,,,,,,,,,,,,,,,,,,,,,0,39,39,37,,,,,,,,,,,,,,,,,,,,,455.4623809,455.6942848,455.7110982,456.4504218,460.7167832,"['lshift', 'rshift']","[1.8358038339065388, 2.4581610838649794]",70,1,2023-05-05_16h30.18.907,exp_g1,2022.2.5,None
163,l2,t,es,f0c,../audio/163.wav,,l2_t_es_f0c_163,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,1,,,,,,,,,,,,,,,,,,,,,0,40,40,47,,,,,,,,,,,,,,,,,,,,,460.7167832,460.9447918,460.9614582,461.7012031,465.9632591,"['lshift', 'rshift']","[2.2920508339302614, 3.1009373338893056]",70,1,2023-05-05_16h30.18.907,exp_g1,2022.2.5,None
29,l2,t,es,na,../audio/029.wav,,l2_t_es_na_029,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,1,,,,,,,,,,,,,,,,,,,,,0,41,41,43,,,,,,,,,,,,,,,,,,,,,465.9632591,466.1946952,466.2110306,466.9512183,471.2133433,"['lshift', 'rshift']","[3.0441455009859055, 3.6255402509123087]",70,1,2023-05-05_16h30.18.907,exp_g1,2022.2.5,None
126,l2,f,sp,na,../audio/126.wav,,l2_f_sp_na_126,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,None,,,,,,,,,,,,,,,,,,,,,0,42,42,30,,,,,,,,,,,,,,,,,,,,,471.2133433,471.4448155,471.4597331,472.2010778,476.4619056,['rshift'],[1.3850629579974338],70,1,2023-05-05_16h30.18.907,exp_g1,2022.2.5,None
96,l2,f,en,na,../audio/096.wav,,l2_f_en_na_096,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,None,,,,,,,,,,,,,,,,,,,,,0,43,43,0,,,,,,,,,,,,,,,,,,,,,476.4619056,476.6945844,476.700935,477.4512607,481.7124697,['lshift'],[1.8464670829707757],70,1,2023-05-05_16h30.18.907,exp_g1,2022.2.5,None
122,l2,f,sp,na,../audio/122.wav,,l2_f_sp_na_122,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,None,,,,,,,,,,,,,,,,,,,,,0,44,44,26,,,,,,,,,,,,,,,,,,,,,481.7124697,481.9440941,481.9616055,482.7004644,486.9625099,['rshift'],[1.5926734170643613],70,1,2023-05-05_16h30.18.907,exp_g1,2022.2.5,None
113,l2,f,se,na,../audio/113.wav,,l2_f_se_na_113,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,1,,,,,,,,,,,,,,,,,,,,,0,45,45,17,,,,,,,,,,,,,,,,,,,,,486.9625099,487.1941245,487.2108886,487.9506408,492.2109884,['rshift'],[1.6714602509746328],70,1,2023-05-05_16h30.18.907,exp_g1,2022.2.5,None
115,l2,f,se,na,../audio/115.wav,,l2_f_se_na_115,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,1,,,,,,,,,,,,,,,,,,,,,0,46,46,19,,,,,,,,,,,,,,,,,,,,,492.2109884,492.4441111,492.4506927,493.2012709,497.4630018,"['rshift', 'lshift']","[1.7412992919562384, 2.6110642079729587]",70,1,2023-05-05_16h30.18.907,exp_g1,2022.2.5,None
102,l2,f,en,na,../audio/102.wav,,l2_f_en_na_102,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,None,,,,,,,,,,,,,,,,,,,,,0,47,47,6,,,,,,,,,,,,,,,,,,,,,497.4630018,497.6941962,497.7107589,498.4507453,502.7128779,['lshift'],[1.5939719999441877],70,1,2023-05-05_16h30.18.907,exp_g1,2022.2.5,None
28,l2,t,es,na,../audio/028.wav,,l2_t_es_na_028,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,1,,,,,,,,,,,,,,,,,,,,,0,48,48,42,,,,,,,,,,,,,,,,,,,,,502.7128779,502.9438964,502.9606129,503.7000193,507.9621459,"['lshift', 'rshift']","[1.5598353759851307, 2.2563495009671897]",70,1,2023-05-05_16h30.18.907,exp_g1,2022.2.5,None
161,l2,t,es,f0c,../audio/161.wav,,l2_t_es_f0c_161,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,1,,,,,,,,,,,,,,,,,,,,,0,49,49,45,,,,,,,,,,,,,,,,,,,,,507.9621459,508.1944054,508.2111084,508.9510328,513.2130234,"['lshift', 'rshift']","[1.8048936668783426, 2.3608654169365764]",70,1,2023-05-05_16h30.18.907,exp_g1,2022.2.5,None
30,l2,t,es,na,../audio/030.wav,,l2_t_es_na_030,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,1,,,,,,,,,,,,,,,,,,,,,0,50,50,44,,,,,,,,,,,,,,,,,,,,,513.2130234,513.443942,513.461239,514.2002853,518.4622824,"['lshift', 'rshift']","[1.4844463339541107, 2.526593833928928]",70,1,2023-05-05_16h30.18.907,exp_g1,2022.2.5,None
26,l2,t,es,na,../audio/026.wav,,l2_t_es_na_026,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,1,,,,,,,,,,,,,,,,,,,,,0,51,51,40,,,,,,,,,,,,,,,,,,,,,518.4622824,518.6945742,518.7105332,519.4499652,523.7180972,"['lshift', 'rshift']","[1.594062250922434, 2.4778564588632435]",70,1,2023-05-05_16h30.18.907,exp_g1,2022.2.5,None
170,l2,t,es,f0c,../audio/170.wav,,l2_t_es_f0c_170,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,1,,,,,,,,,,,,,,,,,,,,,0,52,52,54,,,,,,,,,,,,,,,,,,,,,523.7180972,523.9443774,523.9607856,524.6992942,528.9628273,"['lshift', 'rshift']","[1.5407877499237657, 2.302714291960001]",70,1,2023-05-05_16h30.18.907,exp_g1,2022.2.5,None
130,l2,f,sp,na,../audio/130.wav,,l2_f_sp_na_130,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,None,,,,,,,,,,,,,,,,,,,,,0,53,53,34,,,,,,,,,,,,,,,,,,,,,528.9628273,529.1943269,529.210737,529.9510808,534.211341,['rshift'],[1.5002811669837683],70,1,2023-05-05_16h30.18.907,exp_g1,2022.2.5,None
168,l2,t,es,f0c,../audio/168.wav,,l2_t_es_f0c_168,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,1,,,,,,,,,,,,,,,,,,,,,0,54,54,52,,,,,,,,,,,,,,,,,,,,,534.211341,534.443431,534.4605416,535.2007613,539.4339678,"['lshift', 'rshift']","[1.6923935839440674, 2.263076750910841]",70,1,2023-05-05_16h30.18.907,exp_g1,2022.2.5,None
